index x y z roll pitch yaw qx qy qz qw timestamp
right/right_00121.jpg 11.879971685760 -1.842046813416 0.105708259316 108.379105008745 166.268836169877 120.952170743984 -0.457707020848 0.370619010392 -0.335901770625 0.735061788350 1735727358.464687585831
right/right_00141.jpg 11.040773277381 -1.165078544161 0.480707995916 105.328030157261 154.895430422888 112.565513583859 -0.396491847653 0.472342503864 -0.321166248915 0.718706486923 1735727378.464371919632
right/right_00161.jpg 1.711446963549 -0.100222849892 0.223684941187 92.158187084455 -175.134844019365 83.376410262874 -0.483754971174 0.497211913361 -0.556996935238 0.456635363514 1735727398.467976570129
right/right_00181.jpg 4.186385423675 -1.396878481651 0.164284771567 99.784700320941 -173.564650708869 100.118837079627 -0.520716688337 0.380021539045 -0.517969063489 0.562268449780 1735727418.468560457230
right/right_00201.jpg 4.658509723174 -7.010781473300 0.114976985683 92.041088073506 -174.618382548763 12.505910469859 -0.109130403389 0.685828670085 -0.718069785960 0.045884341958 1735727438.468413591385
right/right_00221.jpg 25.913178460692 -6.246853952247 0.089446249080 85.654653936127 -173.317499342984 116.060194355692 -0.642087591983 0.354048169587 -0.395581358216 0.553072153399 1735727458.469057559967
right/right_00241.jpg 35.175788581087 3.062200323520 0.065711720797 -97.217106978955 -7.297948754338 7.304831873723 -0.744487479034 -0.089689766935 -0.005613686603 0.661560749887 1735727478.469042062759
right/right_00261.jpg 25.250657002680 17.179443911500 -0.094704332181 -96.311471185982 -12.193590167586 41.780139054981 -0.666790875928 -0.330327881172 0.162609165749 0.647944193518 1735727498.469086885452
right/right_00281.jpg 19.684209820978 24.565173977195 -0.270162307054 -87.361285635399 5.398279159017 94.292967082127 0.494166751327 0.482578831151 -0.551706291511 -0.467479477105 1735727518.469269514084
right/right_00301.jpg 14.244747296254 20.164112422932 -1.160308365977 -93.120229783193 -16.268690935301 82.088465357096 -0.478229054246 -0.545364923660 0.369473759356 0.580829762377 1735727538.468206882477
right/right_00321.jpg 13.965904288184 17.849135187561 -0.054197558692 -94.714925674810 -5.393726927489 73.881541439383 -0.568122059531 -0.467070032873 0.379009399447 0.561635811712 1735727558.468154907227
right/right_00341.jpg 13.252305885339 14.141529920373 -0.157784722156 -96.582451653117 -15.155591002672 106.658328340213 0.371575582730 0.645952425775 -0.470204427213 -0.472847593399 1735727578.465528964996
right/right_00361.jpg 13.275702224630 14.098645933089 0.817796255306 -98.417292054090 -5.036638997975 86.482711999166 -0.531325271308 -0.539074802489 0.422897087976 0.498246792636 1735727598.469143152237
